speed,rpm,fuel_level,battery_temp,stress_score,failure
48.690215450157126,6219.071546536522,74.00341235570629,89.93292420985183,2,1
20.279287643706343,1131.076589358737,87.01908614016871,90.05575058716045,0,0
2.675984258454318,6328.4861573233675,83.7469361576409,70.61695553391381,2,1
23.842586280946396,2534.180784869365,53.90137386832707,81.5972509321058,0,0
79.54087631390934,1595.1150057166385,31.33803090791616,78.31809216468459,0,0
102.07287498109177,1938.1405583026506,52.88074052612033,89.62072844310212,0,0
78.98083074718699,1771.9875050175617,9.310004519572113,107.44427686266667,3,0
105.09165525513994,2536.298484288213,12.474195058619236,94.21165132560785,0,0
15.864970529821248,3622.50838763424,6.335686548176184,105.4660201039391,3,1
86.12789696601766,2576.7531337096425,53.44659805424765,87.33551396716399,0,0
126.04600160939262,5218.257093158353,94.13139733172635,104.74136752138244,5,1
119.84365055300519,1304.407261695941,22.010337654657086,62.2613644455269,1,0
50.52804765963266,2346.689481111207,83.38753838773715,77.83766633467947,0,0
70.5504908105723,1603.268082356147,80.81310713314184,63.727532183988544,0,0
100.39182000856546,1932.6793847447827,3.5356453609894327,100.77307142274171,3,0
94.77093184532835,5196.240976109891,10.182331218206766,77.92328642721363,2,1
112.20344536382716,4352.799322917081,35.09710841070697,63.177917514301186,1,0
42.27383186347711,4958.755216526965,64.84307472145568,104.36063712881634,2,0
15.547251971979222,4865.495287171072,76.79614971583905,88.06385987847482,0,0
64.1934275273708,3779.577127477366,44.471478780779314,61.27095633720476,0,0
4.085794139275452,4427.539344203548,33.49253016440369,85.42853455823514,0,0
32.40798978935374,3139.1826613030894,76.28846043867573,71.43990827458113,0,0
37.667688878789846,1718.961337347825,93.18067227722959,100.40601897822086,2,0
113.2898767244033,5380.930838324953,21.097295711945478,104.62794992449889,5,1
104.96722017132812,5907.720409563912,33.8463370722708,65.50259622638384,2,1
55.52401252141332,5462.684165758211,86.49086657586531,60.34760652655954,2,0
54.26343040934127,2066.0145196831627,14.626940631367232,76.8807585701814,0,0
42.01638116269818,3757.106543937187,71.19283901283225,78.1814801189647,0,0
125.11814834247446,2235.159086204576,51.23310507156139,75.04391549083849,1,0
4.795303156089263,4274.516703685412,51.759865253199564,62.57393756249947,0,0
118.07456517566499,2165.5027768017426,17.054802592848638,84.47263801387815,1,0
31.467185296495053,4631.172620213508,76.8771026868856,71.88187719961998,0,0
47.81180725350292,4404.143234383403,64.45238194380678,86.78873420373793,0,0
108.58932442660094,2628.446370338894,21.09229550878586,62.0387570777382,0,0
88.08336703949671,894.55062488878,52.673026655030256,71.3247887598969,0,0
22.667635770648886,4738.345107184055,40.51332859115213,106.83649943683673,2,1
44.33862563653361,1446.7990710713577,92.69528097302059,103.86696766904905,2,1
85.79792598444328,5458.16654114693,56.85447872514784,86.48252891780032,2,1
12.103359814766897,5914.129820333963,90.34055154484305,91.65507286366339,2,1
45.39724469964592,4937.947369560365,90.01969521539998,104.35432121325587,2,0
83.4641140000574,1279.5978004717783,18.677985267177533,104.92770942635397,2,0
1.1956167101618542,1378.387794336383,67.35967160348142,60.253079192310935,0,0
71.3353926176562,4743.802626848352,66.24024217175224,71.213465473028,0,0
30.842381374584008,2654.778279507826,75.40966629644834,92.48164495236074,0,0
85.48967599904464,4039.359039012188,12.08645247932497,78.38579015297168,0,0
31.718653639280866,6346.16016208894,41.13047929267576,104.60232775885567,4,1
103.3254694604143,3665.031430699595,58.95967680875683,84.6258846909432,0,0
93.91877498399569,2400.402465912878,5.358648743851022,92.27361479535838,1,1
122.25961596587887,6237.392888914748,91.7418458513835,78.50793501277222,3,1
